pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_lum,st_age,st_dens,st_vsin,rastr,ra,decstr,dec,sy_dist,rowupdate
HD 200964 c,HD 200964,1,2,Radial Velocity,2010,Lick Observatory,0,852.50000000,1.960000,,,,,385.84562,1.21400,Msini,,0.243000,,,0,,4982.00,4.92,1.39,,,,,21h06m39.94s,316.6664183,+03d48m12.01s,3.8033357,72.5922000,2018-12-03
HD 202206 c,HD 202206,2,1,Radial Velocity,2004,La Silla Observatory,0,1260.00000000,2.410000,,,5689.15700,17.90000,5689.15700,17.90000,Mass,,0.220000,,,0,G6 V,5766.00,1.04,1.07,,2.900,,2.3000,21h14m57.73s,318.7405221,-20d47m23.02s,-20.7897284,45.9665000,2018-05-22
HD 202696 b,HD 202696,1,2,Radial Velocity,2019,W. M. Keck Observatory,0,517.80000000,1.566000,,,634.38868,1.99600,634.38868,1.99600,Mass,,0.011000,,,0,K0 III-IV,5040.00,6.43,1.91,1.369,1.320,,2.0000,21h16m54.01s,319.2250346,+27d15m29.81s,27.2582799,188.5460000,2019-01-14
HD 202696 c,HD 202696,1,2,Radial Velocity,2019,W. M. Keck Observatory,0,946.60000000,2.342000,,,592.43512,1.86400,592.43512,1.86400,Mass,,0.028000,,,0,K0 III-IV,5040.00,6.43,1.91,1.369,1.320,,2.0000,21h16m54.01s,319.2250346,+27d15m29.81s,27.2582799,188.5460000,2019-01-14
HD 202772 A b,HD 202772 A,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,3.30895800,0.052080,17.318,1.545,323.23311,1.01700,323.23311,1.01700,Mass,0.34300,0.038000,3440.00,2132,0,,6272.00,2.59,1.72,0.971,1.700,0.1400,,21h18m47.90s,319.6995877,-26d36m58.95s,-26.6163743,161.4980000,2019-01-28
HD 203030 b,HD 203030,1,1,Imaging,2006,Palomar Observatory,0,,,14.460,1.290,3496.11248,11.00000,3496.11248,11.00000,Mass,,,,1040,0,G8 V,,,,,0.100,,,21h18m58.37s,319.7432238,+26d13m50.10s,26.2305846,39.2503000,2021-09-08
HD 20329 b,HD 20329,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,0.92611800,0.018000,1.720,0.153,7.42000,0.02335,7.42000,0.02335,Mass,8.06000,0.000000,3474.00,2141,0,,5596.00,1.13,0.90,0.049,11.000,0.8800,3.5000,03h16m42.75s,49.1781240,+15d39m22.88s,15.6563542,63.6796000,2022-11-29
HD 203387 b,HD 203387,1,2,Radial Velocity,2022,Multiple Observatories,0,512.53519584,1.768964,,,,,1110.49341,3.49400,Msini,,0.731843,,,0,,,,2.82,,,,,21h22m14.83s,320.5617820,-16d50m04.28s,-16.8345229,61.7477000,2022-09-21
HD 203387 c,HD 203387,1,2,Radial Velocity,2022,Multiple Observatories,0,2481.07226962,5.068253,,,2375.78917,7.47507,2375.78917,7.47507,Mass,,0.201821,,,0,,,,2.82,,,,,21h22m14.83s,320.5617820,-16d50m04.28s,-16.8345229,61.7477000,2022-09-19
HD 203473 b,HD 203473,1,1,Radial Velocity,2018,W. M. Keck Observatory,0,1552.90000000,2.730000,,,,,2479.07400,7.80000,Msini,,0.289000,,,0,G5,5780.00,1.33,1.12,0.250,5.220,,,21h22m19.06s,320.5794196,+05d01m24.91s,5.0235858,72.6402000,2018-09-25
HD 2039 b,HD 2039,1,1,Radial Velocity,2002,Anglo-Australian Telescope,0,1120.00000000,2.200000,,,,,1999.15070,6.29000,Msini,,0.710000,,,0,,5945.00,1.19,1.23,,,,,00h24m20.43s,6.0851069,-56d38m59.96s,-56.6499880,85.6922000,2018-09-04
HD 204313 b,HD 204313,1,3,Radial Velocity,2010,La Silla Observatory,0,2041.11538546,3.183074,,,1553.54852,4.88801,1553.54852,4.88801,Mass,,0.099741,,,0,,,,1.03,,,,,21h28m12.25s,322.0510568,-21d43m38.71s,-21.7274194,47.7945000,2022-09-19
HD 204313 c,HD 204313,1,3,Radial Velocity,2015,La Silla Observatory,0,34.95875432,0.211213,,,,,17.20043,0.05412,Msini,,0.059476,,,0,,,,1.03,,,,,21h28m12.25s,322.0510568,-21d43m38.71s,-21.7274194,47.7945000,2022-09-21
HD 204313 e,HD 204313,1,3,Radial Velocity,2022,Multiple Observatories,0,7325.64666214,7.444845,,,4841.00771,15.23151,4841.00771,15.23151,Mass,,0.253187,,,0,,,,1.03,,,,,21h28m12.25s,322.0510568,-21d43m38.71s,-21.7274194,47.7945000,2022-09-19
HD 204941 b,HD 204941,2,1,Radial Velocity,2011,La Silla Observatory,0,1733.00000000,2.550000,,,,,73.10090,0.23000,Msini,,0.370000,,,0,,5026.00,0.78,0.58,,,,,21h32m23.20s,323.0966714,-20d57m28.65s,-20.9579570,28.7165000,2018-09-04
HD 205158 b,HD 205158,1,1,Radial Velocity,2022,Multiple Observatories,0,25.33798092,0.177326,,,,,123.42834,0.38835,Msini,,0.145252,,,0,,,,1.16,,,,,21h35m40.47s,323.9186227,-59d41m35.93s,-59.6933144,86.6159000,2022-09-21
HD 205739 b,HD 205739,1,1,Radial Velocity,2008,Las Campanas Observatory,0,279.80000000,0.896000,,,,,435.41000,1.37000,Msini,,0.270000,,,0,,6176.00,1.33,1.22,0.360,2.840,,4.4800,21h38m08.43s,324.5351273,-31d44m16.21s,-31.7378373,92.5087000,2014-09-25
HD 206255 b,HD 206255,1,1,Radial Velocity,2019,Las Campanas Observatory,0,96.04500000,0.461000,,,,,34.20000,0.10760,Msini,,0.230000,,,0,G5 IV/V,5635.00,,1.42,,,,,21h42m22.03s,325.5917768,-50d05m36.92s,-50.0935884,75.2363000,2019-05-20
HD 206610 b,HD 206610,1,1,Radial Velocity,2009,W. M. Keck Observatory,0,673.20000000,1.740000,,,,,647.10188,2.03600,Msini,,0.100000,,,0,,4842.00,6.12,1.55,,,,,21h43m24.90s,325.8537599,-07d24m29.68s,-7.4082451,147.1920000,2018-12-03
HD 206893 b,HD 206893,1,2,Imaging,2021,Gemini Observatory,0,9350.00000000,9.600000,14.011,1.250,8899.19540,28.00000,8899.19540,28.00000,Mass,,0.140000,,1429,0,F5 V,,,1.32,,0.155,,,21h45m22.00s,326.3416874,-12d47m00.07s,-12.7833522,40.7583000,2022-12-05
HD 206893 c,HD 206893,1,2,Imaging,2022,European Southern Observatory,0,2090.00000000,3.530000,16.365,1.460,4036.42077,12.70000,4036.42077,12.70000,Mass,,0.410000,,1182,0,F5 V,,,1.32,,0.155,,,21h45m22.00s,326.3416874,-12d47m00.07s,-12.7833522,40.7583000,2022-12-05
HD 20781 b,HD 20781,2,5,Radial Velocity,2019,La Silla Observatory,0,5.31350000,0.052900,,,,,1.93000,0.00610,Msini,,0.100000,,,0,K0 V,5256.00,,0.70,-0.310,,,1.1000,03h20m03.35s,50.0139757,-28d47m02.82s,-28.7841175,35.9715000,2019-02-05
HD 20781 c,HD 20781,2,5,Radial Velocity,2019,La Silla Observatory,0,13.89050000,0.100400,,,,,5.33000,0.01680,Msini,,0.090000,,,0,K0 V,5256.00,,0.70,-0.310,,,1.1000,03h20m03.35s,50.0139757,-28d47m02.82s,-28.7841175,35.9715000,2019-02-05
HD 20781 d,HD 20781,2,5,Radial Velocity,2019,La Silla Observatory,0,29.15800000,0.164700,,,,,10.61000,0.03340,Msini,,0.110000,,,0,K0 V,5256.00,,0.70,-0.310,,,1.1000,03h20m03.35s,50.0139757,-28d47m02.82s,-28.7841175,35.9715000,2019-02-05
HD 20781 e,HD 20781,2,5,Radial Velocity,2019,La Silla Observatory,0,85.50730000,0.337400,,,,,14.03000,0.04420,Msini,,0.060000,,,0,K0 V,5256.00,,0.70,-0.310,,,1.1000,03h20m03.35s,50.0139757,-28d47m02.82s,-28.7841175,35.9715000,2019-02-05
HD 20782 b,HD 20782,2,5,Radial Velocity,2006,Anglo-Australian Telescope,0,597.06430000,1.364900,,,,,472.83000,1.48780,Msini,,0.950000,,,0,,5782.13,1.13,1.04,0.107,,1.0248,,03h20m03.99s,50.0166232,-28d51m15.67s,-28.8543535,35.9864000,2019-02-05
HD 207832 b,HD 207832,3,2,Radial Velocity,2012,W. M. Keck Observatory,0,160.07000000,0.586000,,,,,177.98480,0.56000,Msini,,0.197000,,,0,G5 V,5726.00,0.89,1.05,-0.110,1.360,,,21h52m36.43s,328.1517893,-26d01m37.83s,-26.0271749,58.9291000,2018-09-25
HD 207832 c,HD 207832,3,2,Radial Velocity,2012,W. M. Keck Observatory,0,1155.70000000,2.112000,,,,,232.01590,0.73000,Msini,,0.270000,,,0,,5710.00,0.90,0.94,-0.112,,,3.0000,21h52m36.43s,328.1517893,-26d01m37.83s,-26.0271749,58.9291000,2015-09-08
HD 207897 b,HD 207897,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,16.20215900,0.116300,2.501,0.223,14.40000,0.04531,14.40000,0.04531,Mass,5.05000,0.047000,26.50,632,0,K0 V,5070.00,0.78,0.80,-0.444,7.100,2.3900,2.0000,21h40m48.39s,325.2016451,+84d20m01.54s,84.3337613,28.2938000,2021-11-18
HD 20794 b,HD 20794,1,4,Radial Velocity,2011,La Silla Observatory,0,18.31500000,0.120700,,,,,2.70000,0.00850,Msin(i)/sin(i),,0.000000,,660,0,G8 V,5401.00,,0.70,,5.760,,3.0000,03h19m59.94s,49.9997666,-43d03m59.95s,-43.0666533,6.0027800,2015-08-26
HD 20794 c,HD 20794,1,4,Radial Velocity,2011,La Silla Observatory,0,40.11400000,0.203600,,,,,2.40000,0.00760,Msin(i)/sin(i),,0.000000,,508,0,G8 V,5401.00,,0.70,,5.760,,3.0000,03h19m59.94s,49.9997666,-43d03m59.95s,-43.0666533,6.0027800,2015-08-26
HD 20794 d,HD 20794,1,4,Radial Velocity,2011,La Silla Observatory,0,90.30900000,0.349900,,,,,4.80000,0.01500,Msin(i)/sin(i),,0.000000,,388,0,G8 V,5401.00,,0.70,,5.760,,3.0000,03h19m59.94s,49.9997666,-43d03m59.95s,-43.0666533,6.0027800,2015-08-26
HD 20794 e,HD 20794,1,4,Radial Velocity,2017,La Silla Observatory,0,147.02000000,0.509000,,,,,4.77000,0.01501,Msini,,0.290000,,,0,G8,,,0.81,,,,,03h19m59.94s,49.9997666,-43d03m59.95s,-43.0666533,6.0027800,2017-06-06
HD 208487 b,HD 208487,1,1,Radial Velocity,2004,Anglo-Australian Telescope,0,130.08000000,0.524000,,,,,165.26500,0.52000,Msini,,0.240000,,,0,,6067.00,,1.13,,,,4.6100,21h57m19.98s,329.3332489,-37d45m50.89s,-37.7641354,45.1470000,2014-11-05
HD 208527 b,HD 208527,1,1,Radial Velocity,2012,Bohyunsan Optical Astronomical Observatory,0,875.50000000,2.100000,,,,,3146.40000,9.90000,Msini,,0.080000,,,0,M1 III,4035.00,51.10,1.60,,2.000,,3.6000,21h56m23.99s,329.0999413,+21d14m23.72s,21.2399220,312.2020000,2014-05-14
HD 20868 b,HD 20868,1,1,Radial Velocity,2008,La Silla Observatory,0,380.85001000,0.950000,,,,,397.28750,1.25000,Msini,,0.750000,,,0,,4802.00,0.76,0.39,,,,,03h20m43.06s,50.1794053,-33d43m46.88s,-33.7296900,47.7223000,2018-09-04
HD 208897 b,HD 208897,1,1,Radial Velocity,2017,Multiple Observatories,0,352.70000000,1.050000,,,,,444.96200,1.40000,Msini,,0.070000,,,0,K0,4860.00,4.98,1.25,1.090,,,3.9000,21h58m59.78s,329.7490639,+19d01m12.57s,19.0201591,67.4872000,2017-09-27
HD 209458 b,HD 209458,1,1,Radial Velocity,1999,W. M. Keck Observatory,0,3.52474859,,15.581,1.390,232.01590,0.73000,232.01590,0.73000,Mass,,0.000000,,,0,,6091.00,1.19,1.23,,,1.0400,,22h03m10.81s,330.7950219,+18d53m03.27s,18.8842419,48.3016000,2018-12-03
HD 210193 b,HD 210193,1,1,Radial Velocity,2019,Las Campanas Observatory,0,649.91800000,1.487000,,,,,153.10000,0.48170,Msini,,0.240000,,,0,G3 V,5790.00,,1.04,,,,,22h09m34.83s,332.3951324,-41d13m30.74s,-41.2252050,42.2029000,2019-05-20
HD 210277 b,HD 210277,1,1,Radial Velocity,1998,W. M. Keck Observatory,0,442.19000000,1.130000,,,,,410.00070,1.29000,Msini,,0.480000,,,0,,5538.00,1.07,1.01,,,,,22h09m29.95s,332.3748117,-07d33m02.15s,-7.5505962,21.2985000,2018-09-04
HD 210702 b,HD 210702,1,1,Radial Velocity,2007,Lick Observatory,0,354.10000000,1.148000,,,,,574.63664,1.80800,Msini,,0.028000,,,0,,4951.00,4.92,1.61,,,,,22h11m51.33s,332.9638643,+16d02m25.73s,16.0404806,54.1963000,2018-12-03
HD 211403 b,HD 211403,1,1,Radial Velocity,2021,Haute-Provence Observatory,0,223.80000000,0.768000,,,,,1760.76937,5.54000,Msini,,0.084000,3.44,380,0,F7 V,6273.00,1.21,1.20,,,,18.4000,22h15m15.80s,333.8158177,+58d16m32.02s,58.2755601,83.0919000,2021-10-19
HD 211810 b,HD 211810,1,1,Radial Velocity,2018,W. M. Keck Observatory,0,1558.00000000,2.656000,,,,,212.94610,0.67000,Msini,,0.680000,,,0,G5,5652.00,1.13,1.03,0.070,,,,22h18m06.88s,334.5286724,+61d08m05.97s,61.1349912,64.6353000,2018-09-25
HD 211970 b,HD 211970,1,1,Radial Velocity,2019,Las Campanas Observatory,0,25.20100000,0.143000,,,,,13.00000,0.04090,Msini,,0.150000,,,0,K7 V,4127.00,,0.61,,,,,22h22m15.88s,335.5661579,-54d33m34.56s,-54.5596006,13.1277000,2019-05-20
HD 212301 b,HD 212301,2,1,Radial Velocity,2005,La Silla Observatory,0,2.24571000,0.030000,,,,,162.09330,0.51000,Msini,,0.000000,,,0,,6239.00,1.16,1.55,,,,,22h27m31.29s,336.8803957,-77d43m05.96s,-77.7183219,54.2304000,2018-09-04
HD 212771 b,HD 212771,1,1,Radial Velocity,2009,W. M. Keck Observatory,0,380.70000000,1.190000,,,,,759.61370,2.39000,Msini,,0.076000,,,0,,5003.00,5.27,1.56,,,,,22h27m02.98s,336.7624130,-17d15m50.78s,-17.2641046,111.1550000,2018-12-03
HD 213240 b,HD 213240,2,1,Radial Velocity,2001,La Silla Observatory,0,882.70001000,1.890000,,,,,1773.49140,5.58000,Msini,,0.420000,,,0,,5979.00,1.51,1.57,,,,,22h31m00.15s,337.7506266,-49d26m02.77s,-49.4341037,40.8707000,2018-09-04
HD 213472 b,HD 213472,1,1,Radial Velocity,2021,Multiple Observatories,0,17000.00000000,13.000000,,,,,1112.39942,3.50000,Msini,,0.530000,,,0,,5729.54,1.43,1.05,,,,,22h30m49.68s,337.7069969,+40d43m20.02s,40.7222277,64.4527000,2021-09-20
HD 213519 b,HD 213519,1,1,Radial Velocity,2022,Multiple Observatories,0,11.12214173,0.099068,,,,,9.51349,0.02993,Msini,,0.412688,,,0,,,,1.05,,,,,22h31m05.47s,337.7727845,+45d08m42.89s,45.1452472,41.0014000,2022-09-21
HD 213885 b,HD 213885,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,1.00803500,0.020120,1.745,0.156,8.83000,0.02778,8.83000,0.02778,Mass,9.15000,0.000000,,2128,0,G,5978.00,1.10,1.07,0.139,3.800,1.1270,3.0000,22h35m56.09s,338.9837166,-59d51m53.38s,-59.8648290,48.0883000,2019-12-02
HD 213885 c,HD 213885,1,2,Radial Velocity,2019,Multiple Observatories,0,4.78503000,0.056798,,,,,19.95000,0.06277,Msini,,0.000000,,1265,0,G,5978.00,1.10,1.07,0.139,3.800,1.1270,3.0000,22h35m56.09s,338.9837166,-59d51m53.38s,-59.8648290,48.0883000,2019-12-02
HD 21411 b,HD 21411,1,1,Radial Velocity,2019,Las Campanas Observatory,0,84.28800000,0.362000,,,,,65.90000,0.20734,Msini,,0.400000,,,0,G8 V,5605.00,,0.89,,,,,03h26m11.38s,51.5474155,-30d37m00.63s,-30.6168403,29.1328000,2019-05-20
HD 214823 b,HD 214823,2,1,Radial Velocity,2016,Haute-Provence Observatory,0,1854.84423702,3.078036,,,6229.26362,19.59946,6229.26362,19.59946,Mass,,0.160903,,,0,,,,1.11,,,,,22h40m19.97s,340.0832062,+31d47m15.07s,31.7875183,101.3680000,2022-09-19
HD 215152 b,HD 215152,1,4,Radial Velocity,2018,La Silla Observatory,0,5.75999000,0.057638,,,,,1.81900,0.00572,Msini,,0.000000,,,0,K3 V,4935.00,0.73,0.77,,,,3.3500,22h43m21.14s,340.8380941,-06d24m07.45s,-6.4020685,21.5974000,2018-02-20
HD 215152 c,HD 215152,1,4,Radial Velocity,2018,La Silla Observatory,0,7.28243000,0.067393,,,,,1.72000,0.00541,Msini,,0.000000,,,0,K3 V,4935.00,0.73,0.77,,,,3.3500,22h43m21.14s,340.8380941,-06d24m07.45s,-6.4020685,21.5974000,2018-02-20
HD 215152 d,HD 215152,1,4,Radial Velocity,2018,La Silla Observatory,0,10.86499000,0.087990,,,,,2.80100,0.00881,Msini,,0.000000,,,0,K3 V,4935.00,0.73,0.77,,,,3.3500,22h43m21.14s,340.8380941,-06d24m07.45s,-6.4020685,21.5974000,2018-02-20
HD 215152 e,HD 215152,1,4,Radial Velocity,2018,La Silla Observatory,0,25.19670000,0.154170,,,,,2.87700,0.00905,Msini,,0.000000,,,0,K3 V,4935.00,0.73,0.77,,,,3.3500,22h43m21.14s,340.8380941,-06d24m07.45s,-6.4020685,21.5974000,2018-02-20
HD 215497 b,HD 215497,1,2,Radial Velocity,2009,La Silla Observatory,0,3.93404000,0.050000,,,,,6.35660,0.02000,Msini,,0.160000,,,0,,5110.00,0.85,0.67,,,,,22h46m36.65s,341.6527140,-56d35m59.27s,-56.5997984,40.5468000,2018-09-04
HD 215497 c,HD 215497,1,2,Radial Velocity,2009,La Silla Observatory,0,567.94000000,1.282000,,,,,104.30000,0.33000,Msini,,0.490000,,,0,K3 V,5113.00,,0.87,-0.410,7.000,,1.6700,22h46m36.65s,341.6527140,-56d35m59.27s,-56.5997984,40.5468000,2014-11-19
HD 216435 b,HD 216435,1,1,Radial Velocity,2002,Anglo-Australian Telescope,0,1311.00000000,2.560000,,,,,400.40000,1.26000,Msini,,0.070000,,,0,,5999.00,,1.30,,3.000,,,22h53m38.27s,343.4094703,-48d35m55.08s,-48.5986332,32.9834000,2014-07-23
HD 216437 b,HD 216437,1,1,Radial Velocity,2002,Anglo-Australian Telescope,0,1334.28000000,2.497000,,,,,706.53609,2.22300,Msini,,0.317000,,,0,,5909.00,1.39,1.17,,4.750,,,22h54m39.35s,343.6639631,-70d04m24.22s,-70.0733957,26.6902000,2019-06-24
HD 216520 b,HD 216520,1,2,Radial Velocity,2020,Multiple Observatories,0,35.45000000,0.198000,,,,,10.26000,0.03228,Msini,,0.090000,,,0,,5103.00,0.76,0.82,-0.452,6.000,,0.2000,22h47m30.45s,341.8768719,+83d41m51.11s,83.6975307,19.5520000,2020-12-10
HD 216520 c,HD 216520,1,2,Radial Velocity,2020,Multiple Observatories,0,154.43000000,0.528000,,,,,9.44000,0.02970,Msini,,0.120000,,,0,,5103.00,0.76,0.82,-0.452,6.000,,0.2000,22h47m30.45s,341.8768719,+83d41m51.11s,83.6975307,19.5520000,2020-12-10
HD 216536 b,HD 216536,1,1,Radial Velocity,2015,McDonald Observatory,0,148.60001000,0.610000,,,,,333.72150,1.05000,Msini,,0.380000,,,0,,4639.00,9.83,0.81,,,,,22h53m03.98s,343.2665641,+44d28m39.83s,44.4777303,376.2330000,2018-09-04
HD 216770 b,HD 216770,1,1,Radial Velocity,2003,La Silla Observatory,0,118.45000000,0.460000,,,,,181.16310,0.57000,Msini,,0.370000,,,0,,5399.00,0.93,0.74,,,,,22h55m53.97s,343.9748751,-26d39m34.30s,-26.6595286,36.6625000,2018-09-04
HD 21693 b,HD 21693,1,2,Radial Velocity,2019,La Silla Observatory,0,22.67860000,0.145500,,,,,8.23000,0.02590,Msini,,0.120000,,,0,G8 V,5430.00,,0.80,-0.208,,,1.6000,03h27m12.97s,51.8040469,-58d19m23.78s,-58.3232726,33.2550000,2019-02-05
HD 21693 c,HD 21693,1,2,Radial Velocity,2019,La Silla Observatory,0,53.73570000,0.258600,,,,,17.37000,0.05470,Msini,,0.070000,,,0,G8 V,5430.00,,0.80,-0.208,,,1.6000,03h27m12.97s,51.8040469,-58d19m23.78s,-58.3232726,33.2550000,2019-02-05
HD 217107 b,HD 217107,1,2,Radial Velocity,1998,Lick Observatory,0,7.12682000,0.080000,,,,,413.17900,1.30000,Msini,,0.130000,,,0,,5622.00,1.11,1.00,,,,,22h58m15.53s,344.5647243,-02d23m43.62s,-2.3954489,20.0619000,2018-09-04
HD 217107 c,HD 217107,1,2,Radial Velocity,2005,Lick Observatory,0,4270.00000000,5.320000,,,,,826.32000,2.60000,Msini,,0.517000,,,0,,5575.00,1.20,0.98,0.098,,0.8009,,22h58m15.53s,344.5647243,-02d23m43.62s,-2.3954489,20.0619000,2014-05-14
HD 21749 c,GJ 143,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,7.78993000,0.069500,0.892,0.080,3.70000,0.01164,3.70000,0.01164,Mass,31.93000,,,701,0,K4.5,4640.00,0.69,0.73,-0.686,3.800,3.0300,,03h27m00.05s,51.7501882,-63d30m00.60s,-63.5001660,16.3200000,2019-04-22
HD 217786 b,HD 217786,2,2,Radial Velocity,2011,La Silla Observatory,0,1301.36009179,2.445020,,,4402.88762,13.85303,4402.88762,13.85303,Mass,,0.310811,,,0,,,,1.14,,,,,23h03m08.11s,345.7838088,-00d25m49.29s,-0.4303594,55.4847000,2022-09-19
HD 217786 c,HD 217786,2,2,Radial Velocity,2022,Multiple Observatories,0,2.52220686,0.037863,,,,,7.35886,0.02315,Msini,,-0.518659,,,0,,,,1.14,,,,,23h03m08.11s,345.7838088,-00d25m49.29s,-0.4303594,55.4847000,2022-09-21
HD 217850 b,HD 217850,1,1,Radial Velocity,2018,W. M. Keck Observatory,0,3501.30000000,4.560000,,,,,6865.12800,21.60000,Msini,,0.762100,,,0,G8 V,5544.00,1.21,1.03,0.100,7.590,,,23h02m36.64s,345.6526588,+58d52m31.61s,58.8754484,65.7969000,2018-09-25
HD 217958 b,HD 217958,1,1,Radial Velocity,2022,Multiple Observatories,0,2560.19774386,3.748429,,,188.02679,0.59160,188.02679,0.59160,Mass,,0.156249,,,0,,,,1.08,,,,,23h04m32.78s,346.1365770,-25d41m30.39s,-25.6917758,61.7957000,2022-09-19
HD 218566 b,HD 218566,1,1,Radial Velocity,2010,W. M. Keck Observatory,0,225.70000000,0.690000,,,,,63.56600,0.20000,Msini,,0.300000,,,0,,4730.00,0.85,0.76,,,,,23h09m11.38s,347.2974170,-02d15m40.19s,-2.2611645,28.8274000,2018-09-04
HD 219077 b,HD 219077,1,1,Radial Velocity,2012,La Silla Observatory,0,5478.68860928,5.935698,,,3099.77580,9.75299,3099.77580,9.75299,Mass,,0.768077,,,0,,,,0.92,,,,,23h14m07.67s,348.5319387,-62d42m06.59s,-62.7018297,29.1864000,2022-09-19
HD 219134 b,HD 219134,1,6,Radial Velocity,2015,Roque de los Muchachos Observatory,0,3.09292600,0.038760,1.602,0.143,4.74000,0.01491,4.74000,0.01491,Mass,6.34000,0.000000,176.20,1015,0,,4699.00,0.78,0.81,-0.577,11.000,2.4380,,23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,6.5312700,2017-03-14
HD 219134 c,HD 219134,1,6,Radial Velocity,2015,Roque de los Muchachos Observatory,0,6.76458000,0.065300,1.511,0.135,4.36000,0.01372,4.36000,0.01372,Mass,6.95000,0.062000,62.10,782,0,,4699.00,0.78,0.81,-0.577,11.000,2.4380,,23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,6.5312700,2017-03-14
HD 219134 d,HD 219134,1,6,Radial Velocity,2015,Roque de los Muchachos Observatory,0,46.85900000,0.237000,1.610,0.144,16.17000,0.05088,16.17000,0.05088,Mass,,0.138000,4.72,410,0,,4699.00,0.78,0.81,-0.577,11.000,2.4380,,23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,6.5312700,2017-03-14
HD 219134 f,HD 219134,1,6,Radial Velocity,2015,Multiple Observatories,1,22.71700000,0.146300,1.310,0.117,7.30000,0.02297,7.30000,0.02297,Mass,,0.148000,12.38,523,0,,4699.00,0.78,0.81,-0.577,11.000,2.4380,,23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,6.5312700,2017-03-14
HD 219134 g,HD 219134,1,6,Radial Velocity,2015,Multiple Observatories,0,94.20000000,0.375300,,,,,10.80622,0.03400,Msini,,0.000000,,,0,K3 V,4913.00,0.77,0.79,-0.509,12.460,,,23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,6.5312700,2015-11-18
HD 219134 h,HD 219134,1,6,Radial Velocity,2015,Roque de los Muchachos Observatory,0,2247.00000000,3.110000,,,,,108.06220,0.34000,Msini,,0.060000,,,0,K3 V,4913.00,0.77,0.79,-0.509,12.460,,,23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,6.5312700,2015-11-18
HD 219139 b,HD 219139,1,1,Radial Velocity,2021,Okayama Astrophysical Observatory,0,275.50000000,0.940000,,,,,247.90616,0.78000,Msini,,0.110000,,,0,G5 III,4831.00,11.22,1.46,1.795,,,2.0400,23h13m26.50s,348.3604055,+11d03m53.94s,11.0649832,104.9350000,2022-01-10
HD 219415 b,HD 219415,1,1,Radial Velocity,2012,McDonald Observatory,0,2093.30000000,3.200000,,,,,317.83000,1.00000,Msini,,0.400000,,,0,K0 III,4820.00,2.90,1.00,0.620,,,,23h14m53.85s,348.7243579,+56d43m49.08s,56.7303001,165.1840000,2015-09-16
HD 219666 b,HD 219666,1,1,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),0,6.03607000,0.063560,4.710,0.420,16.60000,0.05223,16.60000,0.05223,Mass,0.87000,0.000000,,1073,0,,5527.00,1.03,0.92,,10.000,,2.2000,23h18m14.22s,349.5592665,-56d54m14.35s,-56.9039857,94.1719000,2019-03-01
HD 219828 b,HD 219828,1,2,Radial Velocity,2007,La Silla Observatory,0,3.83482856,0.048559,,,,,18.94937,0.05962,Msini,,0.091450,,,0,,,,1.04,,,,,23h18m46.73s,349.6947029,+18d38m44.71s,18.6457524,73.1140000,2022-09-21
HD 219828 c,HD 219828,1,2,Radial Velocity,2016,Multiple Facilities,0,4789.87297306,5.657321,,,5406.99115,17.01230,5406.99115,17.01230,Mass,,0.810508,,,0,,,,1.04,,,,,23h18m46.73s,349.6947029,+18d38m44.71s,18.6457524,73.1140000,2022-09-19
HD 220074 b,HD 220074,1,1,Radial Velocity,2012,Bohyunsan Optical Astronomical Observatory,0,672.09998000,1.600000,,,,,5288.69120,16.64000,Msini,,0.140000,,,0,,3787.00,54.92,2.20,,,,,23h20m14.40s,350.0599827,+61d58m12.38s,61.9701062,324.5400000,2018-09-04
HD 220197 b,HD 220197,1,1,Radial Velocity,2018,Roque de los Muchachos Observatory,0,1728.00000000,2.729000,,,,,63.56600,0.20000,Msini,,0.187000,,,0,,5683.00,0.98,0.91,,10.165,,1.5000,23h21m58.73s,350.4946927,+16d37m56.39s,16.6323305,64.4110000,2019-11-18
HD 220689 b,HD 220689,1,1,Radial Velocity,2012,La Silla Observatory,0,2266.40000000,3.396000,,,,,355.33394,1.11800,Msini,,0.054000,,,0,,5921.00,1.07,1.02,,4.586,,,23h25m52.97s,351.4707282,-20d37m00.45s,-20.6167923,46.8778000,2019-06-24
