pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_lum,st_age,st_dens,st_vsin,rastr,ra,decstr,dec,sy_dist,rowupdate
Kepler-193 b,Kepler-193,1,2,Transit,2014,Kepler,0,11.38848000,0.106000,2.390,0.213,,,,,,,,,,0,,6335.00,1.15,,,,,,19h45m59.66s,296.4985951,+46d34m38.09s,46.5772484,1009.1000000,2014-05-14
Kepler-193 c,Kepler-193,1,2,Transit,2014,Kepler,0,50.69749400,0.286000,2.750,0.245,,,,,,,,,,0,,6335.00,1.15,,,,,,19h45m59.66s,296.4985951,+46d34m38.09s,46.5772484,1009.1000000,2014-05-14
Kepler-1930 b,Kepler-1930,1,1,Transit,2021,Kepler,0,13.02680016,,1.530,0.136,,,,,,,,,,0,,5083.00,0.84,0.84,,,17.5404,,19h50m18.51s,297.5771450,+40d01m39.64s,40.0276768,275.6940000,2021-12-05
Kepler-1931 b,Kepler-1931,1,1,Transit,2021,Kepler,0,38.57609940,,2.653,0.237,,,,,,,,,,0,,6167.00,1.22,1.17,,,0.0436,,19h23m29.35s,290.8723061,+43d19m58.84s,43.3330104,620.0910000,2021-12-05
Kepler-1932 b,Kepler-1932,1,1,Transit,2021,Kepler,0,0.52417702,,1.515,0.135,,,,,,,,,,0,,5278.00,0.81,0.91,,,9.0464,,19h01m19.56s,285.3314903,+41d03m49.84s,41.0638435,713.7330000,2021-12-05
Kepler-1933 b,Kepler-1933,1,1,Transit,2021,Kepler,0,4.94329023,,1.180,0.105,,,,,,,,,,0,,5661.00,1.01,0.96,,,0.1152,,18h55m58.82s,283.9950850,+39d55m01.24s,39.9170121,328.0070000,2021-12-05
Kepler-1934 b,Kepler-1934,1,1,Transit,2021,Kepler,0,1.41975999,,0.913,0.081,,,,,,,,,,0,,5925.00,1.03,0.97,,,1.9590,,19h23m40.64s,290.9193265,+37d17m13.80s,37.2871677,428.5140000,2021-12-05
Kepler-1935 b,Kepler-1935,1,1,Transit,2021,Kepler,0,3.95140004,,2.503,0.223,,,,,,,,,,0,,5570.00,0.90,0.84,,,0.3728,,19h45m36.91s,296.4037783,+39d43m21.73s,39.7227036,904.7020000,2021-12-05
Kepler-1936 b,Kepler-1936,1,1,Transit,2021,Kepler,0,126.55699920,,3.166,0.282,,,,,,,,,,0,,6501.00,1.85,1.42,,,0.0778,,19h22m55.20s,290.7300141,+44d50m10.06s,44.8361280,871.0960000,2021-12-05
Kepler-1937 b,Kepler-1937,1,1,Transit,2021,Kepler,0,9.68859959,,3.023,0.270,,,,,,,,,,0,,6457.00,1.20,1.19,,,10.7461,,19h22m38.01s,290.6583922,+40d46m42.74s,40.7785383,905.0690000,2021-12-05
Kepler-1938 b,Kepler-1938,1,1,Transit,2021,Kepler,0,13.06260014,,1.828,0.163,,,,,,,,,,0,,4522.00,0.66,0.65,,,3.3372,,19h57m24.45s,299.3518920,+41d11m44.62s,41.1957285,421.1520000,2021-12-05
Kepler-1939 b,Kepler-1939,1,1,Transit,2021,Kepler,0,2.79065990,,1.165,0.104,,,,,,,,,,0,,4353.00,0.60,0.65,,,19.1089,,19h02m45.58s,285.6899312,+40d59m40.80s,40.9946659,189.8330000,2021-12-05
Kepler-194 b,Kepler-194,1,3,Transit,2014,Kepler,0,2.09228100,0.032000,1.510,0.135,,,,,,,,,,0,,6089.00,1.02,,,,,,19h27m53.14s,291.9714290,+47d51m50.58s,47.8640498,1097.9700000,2014-05-14
Kepler-194 c,Kepler-194,1,3,Transit,2014,Kepler,0,17.30803200,0.131000,2.590,0.231,,,,,,,,,,0,,6089.00,1.02,,,,,,19h27m53.14s,291.9714290,+47d51m50.58s,47.8640498,1097.9700000,2014-05-14
Kepler-194 d,Kepler-194,1,3,Transit,2014,Kepler,0,52.81497300,0.275000,2.400,0.214,,,,,,,,,,0,,6089.00,1.02,,,,,,19h27m53.14s,291.9714290,+47d51m50.58s,47.8640498,1097.9700000,2014-05-14
Kepler-1940 b,Kepler-1940,1,1,Transit,2021,Kepler,0,4.95061016,,1.547,0.138,,,,,,,,,,0,,5431.00,0.72,0.80,,,6.1535,,19h24m49.01s,291.2042027,+45d14m18.00s,45.2383344,798.5950000,2021-12-05
Kepler-1941 b,Kepler-1941,1,1,Transit,2021,Kepler,0,31.33510017,,2.650,0.236,,,,,,,,,,0,,6404.00,1.14,1.18,,,0.4609,,19h46m30.48s,296.6270184,+49d21m14.01s,49.3538910,1494.3900000,2021-12-05
Kepler-1942 b,Kepler-1942,1,1,Transit,2021,Kepler,0,4.62604999,,2.117,0.189,,,,,,,,,,0,,5834.00,0.80,0.85,,,50.6596,,19h39m55.33s,294.9805416,+44d25m30.86s,44.4252384,842.4920000,2021-12-05
Kepler-1943 b,Kepler-1943,1,1,Transit,2021,Kepler,0,4.85018015,,1.549,0.138,,,,,,,,,,0,,6032.00,0.97,1.05,,,0.0044,,19h33m16.39s,293.3182976,+41d07m00.01s,41.1166697,1004.5500000,2021-12-05
Kepler-1944 b,Kepler-1944,1,1,Transit,2021,Kepler,0,9.84257984,,2.760,0.246,,,,,,,,,,0,,5585.00,0.97,1.06,,,19.9316,,19h46m02.52s,296.5105045,+39d10m23.75s,39.1732645,1076.4800000,2021-12-05
Kepler-1945 b,Kepler-1945,1,1,Transit,2021,Kepler,0,6.08003998,,1.289,0.115,,,,,,,,,,0,,4991.00,0.80,0.77,,,21.5671,,18h47m35.54s,281.8980828,+42d17m08.95s,42.2858185,,2021-12-05
Kepler-1946 b,Kepler-1946,1,1,Transit,2021,Kepler,0,3.03519010,,2.488,0.222,,,,,,,,,,0,,5505.00,0.87,0.89,,,6.0409,,18h49m20.53s,282.3355387,+42d50m43.23s,42.8453417,1002.1200000,2021-12-05
Kepler-1947 b,Kepler-1947,1,1,Transit,2021,Kepler,0,6.96363020,,1.010,0.090,,,,,,,,,,0,,6040.00,1.69,0.98,,,1.8283,,19h44m24.97s,296.1040313,+42d20m33.29s,42.3425818,468.7710000,2021-12-05
Kepler-1948 b,Kepler-1948,1,1,Transit,2021,Kepler,0,15.57129955,,1.033,0.092,,,,,,,,,,0,,3872.00,0.56,0.58,,,9.7038,,19h09m27.38s,287.3640804,+47d47m07.10s,47.7853043,193.9030000,2021-12-05
Kepler-1949 b,Kepler-1949,1,1,Transit,2021,Kepler,0,2.20828009,,2.220,0.198,,,,,,,,,,0,,6028.00,1.45,1.19,,,0.7950,,19h34m10.14s,293.5422586,+43d01m33.80s,43.0260555,2617.3500000,2021-12-05
Kepler-195 b,Kepler-195,1,2,Transit,2014,Kepler,0,8.30787200,0.077000,2.030,0.181,,,,,,,,,,1,,5329.00,0.78,,,,,,19h12m29.02s,288.1209339,+47d57m59.81s,47.9666141,652.0510000,2014-05-14
Kepler-195 c,Kepler-195,1,2,Transit,2014,Kepler,0,34.09686300,0.197000,1.550,0.138,,,,,,,,,,0,,5329.00,0.78,,,,,,19h12m29.02s,288.1209339,+47d57m59.81s,47.9666141,652.0510000,2014-05-14
Kepler-1950 b,Kepler-1950,1,1,Transit,2021,Kepler,0,10.77690029,,1.527,0.136,,,,,,,,,,0,,5455.00,0.85,0.76,,,5.2326,,19h08m20.99s,287.0874563,+42d40m07.15s,42.6686537,697.2530000,2021-12-05
Kepler-1951 b,Kepler-1951,1,1,Transit,2021,Kepler,0,20.65780067,,2.321,0.207,,,,,,,,,,0,,5468.00,1.31,0.92,,,0.2495,,19h21m59.98s,290.4999139,+40d17m15.78s,40.2877161,1277.3200000,2021-12-05
Kepler-1952 b,Kepler-1952,1,1,Transit,2021,Kepler,0,27.21080017,,1.239,0.111,,,,,,,,,,0,,5973.00,1.30,0.92,,,0.0045,,19h12m18.34s,288.0764082,+43d57m30.54s,43.9584839,852.0620000,2021-12-05
Kepler-1953 b,Kepler-1953,1,1,Transit,2021,Kepler,0,6.24565983,,1.286,0.115,,,,,,,,,,0,,4858.00,0.71,0.79,,,1.9713,,19h11m52.34s,287.9680995,+46d28m14.15s,46.4705959,605.6310000,2021-12-05
Kepler-1954 b,Kepler-1954,1,1,Transit,2021,Kepler,0,5.88343000,,1.802,0.161,,,,,,,,,,0,,5840.00,0.85,0.94,,,2.5264,,19h52m00.70s,298.0029203,+43d21m16.52s,43.3545882,1373.8300000,2021-12-05
Kepler-1955 b,Kepler-1955,1,1,Transit,2021,Kepler,0,14.26519966,,1.167,0.104,,,,,,,,,,0,,5825.00,1.29,1.05,,,2.1673,,19h58m08.34s,299.5347603,+40d28m39.91s,40.4777528,449.3510000,2021-12-05
Kepler-1956 b,Kepler-1956,1,1,Transit,2021,Kepler,0,5.94371986,,1.089,0.097,,,,,,,,,,0,,4391.00,0.68,0.67,,,7.8756,,19h38m29.00s,294.6208506,+49d53m39.19s,49.8942190,360.4680000,2021-12-05
Kepler-1957 b,Kepler-1957,1,1,Transit,2021,Kepler,0,2.18662000,,0.944,0.084,,,,,,,,,,0,,4904.00,0.77,0.74,,,0.9390,,19h34m50.74s,293.7114360,+47d53m14.81s,47.8874467,460.8990000,2021-12-05
Kepler-1958 b,Kepler-1958,1,1,Transit,2021,Kepler,0,9.32861996,,2.051,0.183,,,,,,,,,,0,,5749.00,0.86,0.96,,,21.2792,,19h16m25.00s,289.1041643,+41d41m24.41s,41.6901138,1320.3800000,2021-12-05
Kepler-1959 b,Kepler-1959,1,1,Transit,2021,Kepler,0,6.38669014,,1.143,0.102,,,,,,,,,,0,,5071.00,0.81,0.77,,,32.3433,,19h44m05.35s,296.0223010,+44d43m57.61s,44.7326691,479.2630000,2021-12-05
Kepler-196 b,Kepler-196,1,3,Transit,2014,Kepler,0,20.73988600,0.138000,1.900,0.170,,,,,,,,,,0,,5128.00,0.78,,,,,,18h59m52.44s,284.9685077,+42d04m44.84s,42.0791214,451.3120000,2014-05-14
Kepler-196 c,Kepler-196,1,3,Transit,2014,Kepler,0,47.42773700,0.240000,2.240,0.200,,,,,,,,,,1,,5128.00,0.78,,,,,,18h59m52.44s,284.9685077,+42d04m44.84s,42.0791214,451.3120000,2014-05-14
Kepler-196 d,Kepler-196,1,3,Transit,2021,Kepler,0,122.08000180,,2.661,0.237,,,,,,,,,,0,,5132.00,0.77,0.81,,,0.9479,,18h59m52.44s,284.9685077,+42d04m44.84s,42.0791214,451.3120000,2021-12-05
Kepler-1960 b,Kepler-1960,1,1,Transit,2021,Kepler,0,2.29794002,,1.307,0.117,,,,,,,,,,0,,6371.00,1.07,1.12,,,0.8648,,19h38m47.26s,294.6969361,+46d43m12.74s,46.7202043,1527.5600000,2021-12-05
Kepler-1961 b,Kepler-1961,1,1,Transit,2021,Kepler,0,5.60471010,,1.619,0.144,,,,,,,,,,0,,5401.00,0.78,0.87,,,1.9082,,19h05m19.22s,286.3300783,+39d40m59.26s,39.6831276,1042.4500000,2021-12-05
Kepler-1962 b,Kepler-1962,1,1,Transit,2021,Kepler,0,7.99145985,,1.215,0.108,,,,,,,,,,0,,5700.00,1.01,1.00,,,0.0795,,19h18m11.62s,289.5483989,+40d09m50.92s,40.1641457,866.8260000,2021-12-05
Kepler-1963 b,Kepler-1963,1,1,Transit,2021,Kepler,0,1.96226001,,0.744,0.066,,,,,,,,,,0,,5726.00,0.98,0.92,,,5.3525,,19h46m21.00s,296.5875182,+47d12m25.66s,47.2071290,492.8470000,2021-12-05
Kepler-1964 b,Kepler-1964,1,1,Transit,2021,Kepler,0,2.44082999,,1.781,0.159,,,,,,,,,,0,,4803.00,0.70,0.75,,,0.4313,,19h48m14.11s,297.0588033,+49d28m42.37s,49.4784362,,2021-12-05
Kepler-1965 b,Kepler-1965,1,1,Transit,2021,Kepler,0,41.86869812,,1.354,0.121,,,,,,,,,,0,,5852.00,0.84,0.93,,,0.1356,,19h30m03.53s,292.5147146,+38d01m19.15s,38.0219872,521.7910000,2021-12-05
Kepler-1966 b,Kepler-1966,1,1,Transit,2021,Kepler,0,8.61742973,,1.105,0.099,,,,,,,,,,0,,5009.00,0.84,0.80,,,3.7475,,19h29m51.31s,292.4637788,+41d17m56.56s,41.2990438,484.6010000,2021-12-05
Kepler-1967 b,Kepler-1967,1,1,Transit,2021,Kepler,0,7.28169012,,0.730,0.065,,,,,,,,,,0,,4970.00,1.81,1.00,,,0.4597,,19h56m33.03s,299.1376276,+43d29m54.50s,43.4984724,249.1020000,2021-12-05
Kepler-1968 b,Kepler-1968,1,1,Transit,2021,Kepler,0,7.28109980,,1.500,0.134,,,,,,,,,,0,,5008.00,0.79,0.84,,,3.1754,,19h26m01.93s,291.5080318,+45d22m12.34s,45.3700933,750.9300000,2021-12-05
Kepler-1969 b,Kepler-1969,1,1,Transit,2021,Kepler,0,6.64752007,,1.682,0.150,,,,,,,,,,0,,6046.00,1.01,1.11,,,7.1742,,19h39m08.22s,294.7842662,+49d29m31.40s,49.4920557,1204.5400000,2021-12-05
Kepler-197 b,Kepler-197,2,4,Transit,2014,Kepler,0,5.59930800,0.060000,1.020,0.091,,,,,,,,,,0,,6004.00,1.12,,,,,,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.5750000,2014-05-14
Kepler-197 c,Kepler-197,2,4,Transit,2014,Kepler,0,10.34969500,0.090000,1.230,0.110,,,,,,,,,,0,,6004.00,1.12,,,,,,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.5750000,2014-05-14
Kepler-197 d,Kepler-197,2,4,Transit,2014,Kepler,0,15.67756300,0.119000,1.220,0.109,,,,,,,,,,0,,6004.00,1.12,,,,,,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.5750000,2014-05-14
Kepler-197 e,Kepler-197,2,4,Transit,2014,Kepler,0,25.20971500,0.164000,0.910,0.081,,,,,,,,,,0,,6004.00,1.12,,,,,,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.5750000,2014-05-14
Kepler-1972 b,Kepler-1972,1,2,Transit,2014,Kepler,0,7.54425000,,0.802,0.072,2.02000,0.00636,2.02000,0.00636,Mass,4.02000,0.067000,,,1,,5818.00,1.38,1.12,0.294,7.400,0.6260,,19h13m34.87s,288.3953074,+39d52m21.02s,39.8725067,287.3390000,2022-02-15
Kepler-1972 c,Kepler-1972,1,2,Transit,2014,Kepler,0,11.32950000,,0.868,0.077,2.11000,0.00664,2.11000,0.00664,Mass,3.33000,0.043000,,,1,,5818.00,1.38,1.12,0.294,7.400,0.6260,,19h13m34.87s,288.3953074,+39d52m21.02s,39.8725067,287.3390000,2022-02-15
Kepler-198 b,Kepler-198,1,3,Transit,2014,Kepler,0,17.79003700,0.131000,2.820,0.252,,,,,,,,,,0,,5574.00,0.94,,,,,,19h22m41.55s,290.6731326,+38d41m27.62s,38.6910045,495.3580000,2014-05-14
Kepler-198 c,Kepler-198,1,3,Transit,2014,Kepler,0,49.56741600,0.259000,2.470,0.220,,,,,,,,,,0,,5574.00,0.94,,,,,,19h22m41.55s,290.6731326,+38d41m27.62s,38.6910045,495.3580000,2014-05-14
Kepler-198 d,Kepler-198,1,3,Transit,2016,Kepler,0,1.31184443,,1.530,0.136,,,,,,,,,,0,,5636.00,0.93,0.97,,3.720,,,19h22m41.55s,290.6731326,+38d41m27.62s,38.6910045,495.3580000,2016-05-06
Kepler-199 b,Kepler-199,1,2,Transit,2014,Kepler,0,23.63760400,0.158000,3.110,0.277,,,,,,,,,,1,,5644.00,0.97,,,,,,19h42m14.26s,295.5594278,+40d14m10.50s,40.2362490,521.0540000,2014-05-14
Kepler-199 c,Kepler-199,1,2,Transit,2014,Kepler,0,67.09340800,0.316000,3.250,0.290,,,,,,,,,,1,,5644.00,0.97,,,,,,19h42m14.26s,295.5594278,+40d14m10.50s,40.2362490,521.0540000,2014-05-14
Kepler-20 b,Kepler-20,2,6,Transit,2011,Kepler,0,3.69611525,0.046300,1.868,0.167,9.70000,0.03052,9.70000,0.03052,Mass,8.20000,0.030000,,1105,0,,5495.00,0.96,0.95,,7.600,,2.0000,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,282.5630000,2017-03-28
Kepler-20 c,Kepler-20,2,6,Transit,2011,Kepler,0,10.85409089,0.094900,3.047,0.272,12.75000,0.04012,12.75000,0.04012,Mass,2.50000,0.160000,,772,0,,5495.00,0.96,0.95,,7.600,,2.0000,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,282.5630000,2017-03-28
Kepler-20 d,Kepler-20,2,6,Transit,2011,Kepler,0,77.61130017,0.350600,2.744,0.245,10.07000,0.03168,10.07000,0.03168,Mass,2.70000,,,401,0,,5495.00,0.96,0.95,,7.600,,2.0000,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,282.5630000,2017-03-28
Kepler-20 e,Kepler-20,2,6,Transit,2011,Kepler,0,6.09852281,0.063900,0.865,0.077,,,,,,,,,,0,,5495.00,0.96,0.95,,7.600,,2.0000,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,282.5630000,2017-03-28
Kepler-20 f,Kepler-20,2,6,Transit,2011,Kepler,0,19.57758478,0.139600,1.003,0.089,,,,,,,,,,0,,5495.00,0.96,0.95,,7.600,,2.0000,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,282.5630000,2017-03-28
Kepler-20 g,Kepler-20,2,6,Radial Velocity,2016,Multiple Observatories,0,34.94000000,0.205500,,,,,19.96000,0.06280,Msini,,0.150000,,524,0,,5495.00,0.96,0.95,,7.600,,2.0000,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,282.5630000,2017-03-28
Kepler-200 b,Kepler-200,1,2,Transit,2014,Kepler,0,8.59480500,0.080000,2.130,0.190,,,,,,,,,,0,,5678.00,0.94,,,,,,18h57m38.39s,284.4099503,+41d14m14.97s,41.2374928,665.9120000,2014-05-14
Kepler-200 c,Kepler-200,1,2,Transit,2014,Kepler,0,10.22215700,0.090000,1.590,0.142,,,,,,,,,,0,,5678.00,0.94,,,,,,18h57m38.39s,284.4099503,+41d14m14.97s,41.2374928,665.9120000,2014-05-14
Kepler-201 b,Kepler-201,1,2,Transit,2014,Kepler,0,25.67208300,0.175000,2.460,0.219,,,,,,,,,,0,,6065.00,1.23,,,,,,19h34m30.25s,293.6260590,+41d16m22.08s,41.2728004,636.4450000,2014-05-14
Kepler-201 c,Kepler-201,1,2,Transit,2014,Kepler,0,151.88405800,0.573000,2.850,0.254,,,,,,,,,,1,,6065.00,1.23,,,,,,19h34m30.25s,293.6260590,+41d16m22.08s,41.2728004,636.4450000,2014-05-14
Kepler-202 b,Kepler-202,1,2,Transit,2014,Kepler,0,4.06942700,0.045000,1.630,0.145,,,,,,,,,,0,,4668.00,0.67,,,,,,18h51m53.64s,282.9734874,+41d19m18.48s,41.3217991,285.1110000,2014-05-14
Kepler-202 c,Kepler-202,1,2,Transit,2014,Kepler,0,16.28249300,0.113000,1.850,0.165,,,,,,,,,,0,,4668.00,0.67,,,,,,18h51m53.64s,282.9734874,+41d19m18.48s,41.3217991,285.1110000,2014-05-14
Kepler-203 b,Kepler-203,1,3,Transit,2014,Kepler,0,3.16269700,0.043000,2.570,0.229,,,,,,,,,,0,,5821.00,1.11,,,,,,19h48m21.59s,297.0899590,+41d23m17.05s,41.3880686,703.3020000,2014-05-14
Kepler-203 c,Kepler-203,1,3,Transit,2014,Kepler,0,5.37064700,0.061000,2.470,0.220,,,,,,,,,,0,,5821.00,1.11,,,,,,19h48m21.59s,297.0899590,+41d23m17.05s,41.3880686,703.3020000,2014-05-14
Kepler-203 d,Kepler-203,1,3,Transit,2014,Kepler,0,11.32972000,0.100000,1.440,0.128,,,,,,,,,,0,,5821.00,1.11,,,,,,19h48m21.59s,297.0899590,+41d23m17.05s,41.3880686,703.3020000,2014-05-14
Kepler-204 b,Kepler-204,1,2,Transit,2014,Kepler,0,14.40097400,0.117000,2.530,0.226,,,,,,,,,,0,,5812.00,1.24,,,,,,19h01m23.32s,285.3471620,+41d45m42.64s,41.7618450,686.7230000,2014-05-14
Kepler-204 c,Kepler-204,1,2,Transit,2014,Kepler,0,25.66059300,0.173000,1.790,0.160,,,,,,,,,,0,,5812.00,1.24,,,,,,19h01m23.32s,285.3471620,+41d45m42.64s,41.7618450,686.7230000,2014-05-14
Kepler-205 b,Kepler-205,1,2,Transit,2014,Kepler,0,2.75564000,0.032000,1.510,0.135,,,,,,,,,,0,,4321.00,0.55,,,,,,19h01m08.81s,285.2866912,+41d51m39.37s,41.8609357,159.7200000,2014-05-14
Kepler-205 c,Kepler-205,1,2,Transit,2014,Kepler,0,20.30654600,0.122000,1.640,0.146,,,,,,,,,,0,,4321.00,0.55,,,,,,19h01m08.81s,285.2866912,+41d51m39.37s,41.8609357,159.7200000,2014-05-14
Kepler-206 b,Kepler-206,1,3,Transit,2014,Kepler,0,7.78198700,0.078000,1.200,0.107,,,,,,,,,,0,,5764.00,1.19,,,,,,19h26m32.32s,291.6346564,+41d50m01.83s,41.8338415,594.4470000,2014-05-14
Kepler-206 c,Kepler-206,1,3,Transit,2014,Kepler,0,13.13747100,0.111000,1.770,0.158,,,,,,,,,,0,,5764.00,1.19,,,,,,19h26m32.32s,291.6346564,+41d50m01.83s,41.8338415,594.4470000,2014-05-14
Kepler-206 d,Kepler-206,1,3,Transit,2014,Kepler,0,23.44281000,0.163000,1.190,0.106,,,,,,,,,,0,,5764.00,1.19,,,,,,19h26m32.32s,291.6346564,+41d50m01.83s,41.8338415,594.4470000,2014-05-14
Kepler-207 b,Kepler-207,1,3,Transit,2014,Kepler,0,1.61186500,0.029000,1.570,0.140,,,,,,,,,,0,,5920.00,1.59,,,,,,19h20m07.32s,290.0305195,+42d09m57.80s,42.1660555,875.5190000,2014-05-14
Kepler-207 c,Kepler-207,1,3,Transit,2014,Kepler,0,3.07157100,0.044000,1.500,0.134,,,,,,,,,,0,,5920.00,1.59,,,,,,19h20m07.32s,290.0305195,+42d09m57.80s,42.1660555,875.5190000,2014-05-14
Kepler-207 d,Kepler-207,1,3,Transit,2014,Kepler,0,5.86807500,0.068000,3.310,0.295,,,,,,,,,,0,,5920.00,1.59,,,,,,19h20m07.32s,290.0305195,+42d09m57.80s,42.1660555,875.5190000,2014-05-14
Kepler-208 b,Kepler-208,1,4,Transit,2014,Kepler,0,4.22864000,0.054000,1.630,0.145,,,,,,,,,,0,,6092.00,1.31,,,,,,19h35m33.65s,293.8901979,+42d31m40.59s,42.5279413,775.3280000,2014-05-14
Kepler-208 c,Kepler-208,1,4,Transit,2014,Kepler,0,7.46662300,0.079000,1.390,0.124,,,,,,,,,,0,,6092.00,1.31,,,,,,19h35m33.65s,293.8901979,+42d31m40.59s,42.5279413,775.3280000,2014-05-14
Kepler-208 d,Kepler-208,1,4,Transit,2014,Kepler,0,11.13178600,0.103000,1.200,0.107,,,,,,,,,,0,,6092.00,1.31,,,,,,19h35m33.65s,293.8901979,+42d31m40.59s,42.5279413,775.3280000,2014-05-14
Kepler-208 e,Kepler-208,1,4,Transit,2014,Kepler,0,16.25945800,0.132000,1.480,0.132,,,,,,,,,,0,,6092.00,1.31,,,,,,19h35m33.65s,293.8901979,+42d31m40.59s,42.5279413,775.3280000,2014-05-14
Kepler-209 b,Kepler-209,1,2,Transit,2014,Kepler,0,16.08784500,0.122000,2.260,0.202,,,,,,,,,,0,,5513.00,0.94,,,,,,19h24m40.67s,291.1694567,+42d38m26.62s,42.6407281,576.9460000,2014-05-14
Kepler-209 c,Kepler-209,1,2,Transit,2014,Kepler,0,41.74988200,0.231000,3.100,0.277,,,,,,,,,,1,,5513.00,0.94,,,,,,19h24m40.67s,291.1694567,+42d38m26.62s,42.6407281,576.9460000,2014-05-14
Kepler-21 b,Kepler-21,2,1,Transit,2012,Kepler,0,2.78578000,0.042717,1.639,0.146,5.08000,0.01598,5.08000,0.01598,Mass,6.40000,0.020000,,2025,0,,6305.00,1.90,1.41,0.715,3.030,0.2870,8.4000,19h09m26.87s,287.3619673,+38d42m50.90s,38.7141384,108.5220000,2016-10-05
Kepler-210 b,Kepler-210,1,2,Transit,2014,Kepler,0,2.45323400,0.032000,2.940,0.262,,,,,,,,,,0,,4559.00,0.65,,,,,,19h30m00.82s,292.5034196,+43d04m59.59s,43.0832188,232.7500000,2014-05-14
Kepler-210 c,Kepler-210,1,2,Transit,2014,Kepler,0,7.97251300,0.070000,3.620,0.323,,,,,,,,,,1,,4559.00,0.65,,,,,,19h30m00.82s,292.5034196,+43d04m59.59s,43.0832188,232.7500000,2014-05-14
Kepler-211 b,Kepler-211,1,2,Transit,2014,Kepler,0,4.13857500,0.048000,1.260,0.112,,,,,,,,,,0,,5123.00,0.82,,,,,,19h01m45.39s,285.4391183,+43d10m06.62s,43.1685051,309.3530000,2014-05-14
Kepler-211 c,Kepler-211,1,2,Transit,2014,Kepler,0,6.04045000,0.062000,1.290,0.115,,,,,,,,,,0,,5123.00,0.82,,,,,,19h01m45.39s,285.4391183,+43d10m06.62s,43.1685051,309.3530000,2014-05-14
Kepler-212 b,Kepler-212,1,2,Transit,2014,Kepler,0,16.25758200,0.133000,1.090,0.097,,,,,,,,,,0,,5852.00,1.46,,,,,,19h10m29.00s,287.6208165,+43d08m29.85s,43.1416239,687.1940000,2014-05-14
Kepler-212 c,Kepler-212,1,2,Transit,2014,Kepler,0,31.80517400,0.207000,2.740,0.244,,,,,,,,,,0,,5852.00,1.46,,,,,,19h10m29.00s,287.6208165,+43d08m29.85s,43.1416239,687.1940000,2014-05-14
Kepler-213 b,Kepler-213,1,2,Transit,2014,Kepler,0,2.46236000,0.036000,1.620,0.145,,,,,,,,,,0,,5696.00,1.20,,,,,,19h23m17.81s,290.8241931,+44d38m50.22s,44.6472832,634.9390000,2014-05-14
Kepler-213 c,Kepler-213,1,2,Transit,2014,Kepler,0,4.82296200,0.057000,2.340,0.209,,,,,,,,,,0,,5696.00,1.20,,,,,,19h23m17.81s,290.8241931,+44d38m50.22s,44.6472832,634.9390000,2014-05-14
Kepler-214 b,Kepler-214,1,2,Transit,2014,Kepler,0,15.66054400,0.130000,2.610,0.233,,,,,,,,,,0,,6169.00,1.35,,,,,,18h59m01.16s,284.7548499,+44d57m21.78s,44.9560500,1208.4400000,2014-05-14
Kepler-214 c,Kepler-214,1,2,Transit,2014,Kepler,0,28.77980000,0.194000,2.130,0.190,,,,,,,,,,0,,6169.00,1.35,,,,,,18h59m01.16s,284.7548499,+44d57m21.78s,44.9560500,1208.4400000,2014-05-14
Kepler-215 b,Kepler-215,1,4,Transit,2014,Kepler,0,9.36067200,0.084000,1.620,0.145,,,,,,,,,,0,,5739.00,1.03,,,,,,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.9970000,2014-05-14
Kepler-215 c,Kepler-215,1,4,Transit,2014,Kepler,0,14.66710800,0.113000,1.770,0.158,,,,,,,,,,0,,5739.00,1.03,,,,,,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.9970000,2014-05-14
Kepler-215 d,Kepler-215,1,4,Transit,2014,Kepler,0,30.86442300,0.185000,2.390,0.213,,,,,,,,,,1,,5739.00,1.03,,,,,,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.9970000,2014-05-14
Kepler-215 e,Kepler-215,1,4,Transit,2014,Kepler,0,68.16101000,0.314000,1.750,0.156,,,,,,,,,,0,,5739.00,1.03,,,,,,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.9970000,2014-05-14
Kepler-216 b,Kepler-216,1,2,Transit,2014,Kepler,0,7.69364100,0.079000,2.350,0.210,,,,,,,,,,0,,6091.00,1.26,,,,,,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,1187.4700000,2014-05-14
